tweet_no,count,hate_speech,offensive_language,neither,class,tweet
13585,3,0,3,0,1,next sunday faggot mention
13586,3,1,2,0,1,next bitch i fuck im goin to her spot lol
13587,3,2,1,0,0,next time u gone call a darky a niccacall dat coon a jungle bunnyhashtag p i httplink
13588,3,0,0,3,2,next time you leave magic trash in my jacket try not to have your initial written on them mention httplink
13589,3,0,2,1,1,nicca in my dm talkn bout follow his instagram lame nicca i now no longer follow you on twitter hashtag
13590,3,1,2,0,1,nicca n dis bitch playin game on his phone
13591,3,0,2,1,1,niccas be gassing hoe they never gone pop smh prolly never gone meet her hashtag
13592,3,0,2,1,1,niccas be hating on my nicca jeezy hashtag
13593,3,0,3,0,1,niccas be walking  flat to catch a nicca they kno in the club
13594,3,0,3,0,1,niccas been deerin me err weekend but i bet i hit dat a dolo dis weekend if niccas playin hashtag
13595,3,0,3,0,1,niccas catchin dem theft under  charge out hereshit ugly i guess niccas tryn get it fa da holiday hashtag
13596,3,1,2,0,1,niccas get a few dollar and start playing these role tryna shit on yo niccas instead of playing these hoe hashtag
13597,3,0,2,1,1,niccas use to be like you always tryn pull a finesseduh nicca i need mine
13598,3,0,3,0,1,nice base running again by the mention fucking ponderous
13600,3,0,0,3,2,nicholas rushlow wearing lucky yellow shirt nail theophylline bitter crystalline compound extracted from tea leaf hashtag
13601,3,0,3,0,1,nick cannon movie hashtag a  year old bitch in texas wa pretending to be  and went to high school  monthshashtag
13602,3,1,2,0,1,nicki gottem mad a fuck tho however credit due to cassidy for the response he didnt dis nicki but killed you lookin as bitch
13603,3,1,2,0,1,nicki said fuck those skinny bitchesuh oh
13604,3,0,3,0,1,nigga i fire this nina like it the first day in the job and the bitch over slept
13605,3,0,3,0,1,nigga i got pill poppin bitch in the backkkk of the cherokee
13606,3,0,3,0,1,nigga tyrese on walking dead is a bitch smh
13607,3,1,2,0,1,nigga a dyke rt mention rt mention melo garbage as just now hitting k
13608,3,0,3,0,1,nigga be a straight gentleman then he speaks bitch come with that funky as attitude then the gentleman shit go out the window
13609,3,0,3,0,1,nigga ended up going juco messing with them hoe and then signed a the smallest of ds moral of the story take what u can get
13610,3,1,2,0,1,nigga fuck hoe ion want fuck yo hoe she a fat chick she bad built hashtag
13611,6,2,4,0,1,nigga fuck up aint none of that shit goin down with yo nigga rt mention you nigga think you feeling hashtag bitch my nigga hashtag you
13612,3,1,2,0,1,nigga getcho bitch treat her how she wanna be treated but i aint triccin hashtag
13613,6,2,4,0,1,nigga gone have to get a room like a bitch
13614,3,1,2,0,1,nigga got lean pong i know nigga be outta there in that hoe
13615,3,0,3,0,1,nigga gotta find them hoe quick
13616,3,0,3,0,1,nigga hungry then a bitch too
13617,3,1,2,0,1,nigga i wu graduating rt mention if you wasnt in the th grade in  you a hoe
13618,4,1,3,0,1,nigga ill take ya main hoe make her call her home girl and make em share the same dick
13619,3,2,1,0,0,nigga just had them cracker on a chase
13620,3,1,2,0,1,nigga payback a bitch
13621,3,0,3,0,1,nigga pee wee is a bitch
13622,3,1,2,0,1,nigga retweets the most trash shit
13623,3,0,3,0,1,nigga said date is pussy installment plan so is that why you gotta keep saying her when you get it cuz it never truly yours
13624,3,0,3,0,1,nigga wa sweating like a guilty preacher in that bitch
13625,3,1,2,0,1,nigga you a pussy hope you got  life
13626,3,0,3,0,1,nigga you is a fool hashtag hashtag i feel like eatin nd beatin a pussy up hashtag
13627,3,0,3,0,1,nigga you made it rt mention nigga we made ithashtagmention best rider that go to a blaxican
13628,3,0,3,0,1,nigga yu bitch made hashtag
13629,3,1,2,0,1,nigga this bitch is scaring me pas me the blunt hashtag
13630,3,0,3,0,1,nigga lol idk elway trying to snatch everybody rt mention come on redskin shitttt go sign revis idk what he want lls
13631,3,2,1,0,0,niggah niggah niggah dont believe me just wacthh
13632,3,1,2,0,1,niggahs actin like they pimp but they pay the bitch hashtag
13633,3,1,2,0,1,niggahs need to keep there bitch in check
13634,3,0,3,0,1,niggahs watch who you fucking just to hate on your bitch
13635,3,1,2,0,1,nigga a buy a  outfit to impress a  bitch
13636,3,2,1,0,0,nigga actin like hoe most of em bitch
13637,3,1,2,0,1,nigga aint loyal gott bitch stiffer than you
13638,3,1,2,0,1,nigga aint worried bout other nigga messin wit dey hoe nigga worried boit hoe messin wit dey hoe
13639,3,0,3,0,1,nigga already acting like bitch so why not get a real bitch right hell if you gone act like a pussy i rather just have one shit
13640,3,0,3,0,1,nigga are funny karma is a bitch good morning
13641,3,2,1,0,0,nigga are so fucking gay and they try to cancel it out by saying nah were bros it cool nahhhhhaahahahaha you a faggot bruh
13642,6,1,5,0,1,nigga at the march looking for hoe they out there too im sure of it
13643,3,1,2,0,1,nigga be bitch hoe be bitch ion see no difference
13644,3,0,3,0,1,nigga be frontin for some pussy they aint wit me
13645,3,1,2,0,1,nigga be having loyal pussy on call and still be thirsty a fuck like bro go fuck your woman get some of them hormone out lol
13646,3,0,3,0,1,nigga be impregnating the most basic of bitch no job dont know how to drive a car no money no house n wonder why they miserable
13647,3,2,1,0,0,nigga be in they feeling when they find out their hoe fuckin another nigga hashtag
13648,3,0,3,0,1,nigga be like when they see they side bitch cashin another nigga mention hello mutha fucka
13649,3,1,2,0,1,nigga be pressed for pussy it aint nothing
13650,3,0,2,1,1,nigga be so dehydrated if i wanted my pussy ate everyday for the rest of this year it would happen
13651,3,1,2,0,1,nigga be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch
13652,6,1,5,0,1,nigga be wanting bitch with money but be broke a dirt hashtag
13653,3,1,2,0,1,nigga cant stand me cuz they bitch be feelin a nigga get mad at yo so called girl
13654,3,1,2,0,1,nigga cheat on they bitch and dont expect no pay back whatsoever yall just a naive a these bitch
13655,3,0,3,0,1,nigga cry when they get hit high and cry when they get hit low nfl full of pussy now
13656,3,2,1,0,0,nigga deserve better bitch
13657,3,0,3,0,1,nigga excited by these bitch them the weird boy
13658,3,0,3,0,1,nigga fall in love with an evil bitch and turn they back on they friend it cool tho
13659,3,1,2,0,1,nigga get pussy in the friend zone
13660,3,0,3,0,1,nigga go crazy over bitch now a day hashtag like calm yo happy as down
13661,6,2,4,0,1,nigga gossip like hoe man i aint wid that shit
13662,3,1,2,0,1,nigga hate me cuz they know im a threat to them they bitch
13663,3,0,3,0,1,nigga is bitch
13664,3,0,3,0,1,nigga is hoe hashtag and in real life too
13665,3,0,3,0,1,nigga is pure suckas if you got a problem with ya man address that shit discus it squash it only bitch hold grudge
13666,3,0,3,0,1,nigga is straight hoe bruh ima stop fuckin with em
13667,3,1,2,0,1,nigga killin the same nigga they grew up with these bitch fuckin the same nigga they homegirl wa inlove with
13668,3,0,3,0,1,nigga needa stop wearing mk thats for bitch lol
13669,3,0,3,0,1,nigga only get fucked up only on weekend and i get fucked up daily bitch i still do it bigger not on my level
13670,3,0,3,0,1,nigga put on wig and act like bitch for retweets hashtag shit fu
13671,3,0,3,0,1,nigga really be dickin over these hoe ona gram thats the reason they got the big head now
13672,3,1,2,0,1,nigga retarded lol
13673,3,0,3,0,1,nigga see you wit da yellow dey wanna hit you up hashtag
13674,3,2,1,0,0,nigga sleepin with bitch grandma lmfao maury fake af
13675,6,1,5,0,1,nigga sooooo pussy i swear i dont talk im all action
13676,4,0,4,0,1,nigga spend  just to look good for a bitch they wouldnt even buy  cent burger for
13677,6,1,5,0,1,nigga swear they dont trust these hoe but be fucking raw hashtag
13678,9,2,7,0,1,nigga talk more than bitch these day
13679,6,2,4,0,1,nigga talk more then bitch these day
13680,3,0,3,0,1,nigga talking bout these hoe aint loyal but they been to  different barber
13681,3,0,3,0,1,nigga that eat mussel eat pussy too hashtag hashtag
13682,3,1,2,0,1,nigga trash af
13683,3,2,1,0,0,nigga wear wig more than bitch these day
13684,3,0,3,0,1,nigga who stand in line for jay mad at me now ehh fuck you i pull hoe nd stunt without em on
13685,3,0,3,0,1,nigga who talk about pussy the most get the least rt mention mention mention mention what a shine box glittery pussy
13686,3,1,2,0,1,nigga wifing hoe ugly bitch hashtag i get on facebook just to remind myself im doing fine
13687,3,1,2,0,1,nigga will call a female a hoe or thot then  min later go to httplink and thirst over a porn star
13688,3,0,3,0,1,nigga with bitch tendency
13689,3,1,2,0,1,nigga wonder why bitch be on that fucc a nigga shit cuz these nigga be on that she just another bitch shit hashtag
13690,3,2,1,0,0,niggasbitches cheat cause mf always think they gettin played
13691,3,1,2,0,1,niggaz been making trash lately well not everybody but some lol
13693,3,0,3,0,1,niggaz irrational these daysquick to jump bad bout a bitch
13694,3,0,3,0,1,niggaz retweet bitch as niggaz but wont retweet a real nigga
13696,6,0,5,1,1,night bitch hashtag
13697,3,1,2,0,1,night nigger
13698,3,0,0,3,2,nike dc is trash
13699,3,0,3,0,1,nikki minaj is proof that natural is better minimal is best some of yall hoe be overdoing it
13700,9,2,7,0,1,nikko a gay bitch
13701,3,0,3,0,1,nile rt mention im really sad that i dont have enough friend to ever be called a pack of nigger with thats my fuckin dream
13702,3,0,2,1,1,nino brown oh da me rt mention nino brown on yall hoe
13703,3,0,3,0,1,nippin these clarke motel bitchesthey get free pizza every day and dont tip shit also never give u any business game is over
13704,3,0,1,2,2,nipple banana monkey
13705,3,1,2,0,1,no i dont love these hoe and fuck these nigga fuckem
13706,6,0,5,1,1,no bitch i dont have anything to hide i just dont like people looking through my phone
13707,3,1,2,0,1,no bitch you slut rt mention mention chill
13708,3,0,1,2,2,no cuz redskin are dumpster juice rt mention game of the week still the best rivalry in sport
13709,3,0,3,0,1,no face no trace pussy boy hashtag
13710,3,0,3,0,1,no fuck given about the nfl draft it baseball season bitch
13711,3,0,1,2,2,no girl no hoe just me myself and i
13712,4,3,1,0,0,no halfbreed spic ha any right to say anything to any anglo ever and should be killed for doing so
13713,3,0,3,0,1,no hoe shit tho i wa bout to say perro got butt naked bitch doing dish
13714,3,0,3,0,1,no i dont own the pussy i just sample it
13715,3,0,3,0,1,no le than  bad bitch in my bed at a time
13716,3,0,3,0,1,no matter how hard you try to be rude mf they keep talking to you like bitch do i know you
13717,3,0,3,0,1,no more snapchat selfies no more instagram selfies no more nothing i will not be a bad bitch a week man what am i going to do hashtag
13718,3,0,3,0,1,no more hoe n oz
13719,3,0,0,3,2,no more speculation no more mock draft it finally draft day hashtag hashtag hashtag hashtag
13720,6,0,6,0,1,no need to tweet these bitch know my status
13721,3,0,3,0,1,no nigga a leave a chick with some good pussy unless he just paper chasin
13722,3,0,3,0,1,no officer i wasnt drunk driving i wa swerving on them hoe
13723,3,0,3,0,1,no one can take your woman they can only take your hoe
13725,3,2,0,1,0,no one go into psychiatry to help people those people are all immoral everyone who work in that field is pure trash
13726,3,0,0,3,2,no one ha even eaten a twinkie in like decade
13727,3,0,2,1,1,no one understands how much it piss me off when people use the word retard
13728,3,2,1,0,0,no police department that hire gypsy halfbreeds and nigglets should be trusted
13729,3,0,3,0,1,no saving hoe
13730,3,0,3,0,1,no sex bitch i only want the neck bitch
13731,3,0,3,0,1,no skimp shit here bitch
13732,3,0,2,1,1,no sleep sleep is for pussy
13733,3,0,3,0,1,no summer school hashtag eat a dick school im done with your bitch as
13734,3,1,2,0,1,no thanks lady you look like you just got off the white trash train id rather not catch a disease hashtag
13735,3,2,1,0,0,no these are only white pie well do you have any negro pie
13736,3,0,3,0,1,no this bitch mention did not yell down the step to tell me dont eat her damn chickenhashtag tf
13737,3,0,3,0,1,no this little hood bitch did not just try to take me to task for joking with my niece about not being a lesbian ch
13738,3,0,3,0,1,no time for bitch nigga
13739,3,0,2,1,1,no time for chasing after someone is like turning up off wine cooler you look like a bitch when you really think about it lol
13740,3,0,3,0,1,no way all u nigger are employee of the month
13741,3,1,2,0,1,no wealth doesnt insulate from being called nigger but still doe improve empirical quality of life outcome phenomenally mention
13742,3,0,3,0,1,no wonder these ppl that call themselves nigga thug able to convince their hoe false idea about men like me in our intellectual dress
13743,3,0,3,0,1,no a dog like that need bitch and he aint ever gonna get bitch with that on him hashtag
13744,3,2,1,0,0,no it wrong to try to change hashtag there is no therapy so hashtag should understand and sympathize like they are hashtag
13745,3,0,3,0,1,no shes gonna sit tf down text her hoe shes not gonna care about what youre doing
13746,3,0,1,2,2,noap not taking them rt mention maca root pill making my vagina do the wop
13747,3,1,2,0,1,nobody care you fucking fag damn you bring bitch water even though youre thirsty a fuck hashtag hashtag
13748,3,0,3,0,1,nobody ever got famous by being a whiny bitch either change the thing that make you unhappy or be a whining turdfarmer
13749,3,0,0,3,2,nobody give me a trophy cause im old and colored hashtag
13750,3,0,3,0,1,nobody is going to say anything about how unloyal sterling side bitch is
13751,3,0,3,0,1,nobody on planet earth more protective than bull dyke
13752,3,0,3,0,1,nobody should ever have sex with a dirty dick or pussy that say a lot about you if you fuck em knowing they smell like chitlings
13753,3,0,3,0,1,nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch
13754,3,0,3,0,1,none of my bitch can stay over
13755,3,2,1,0,0,none of u went to these prestigious establishment so were clearly not a superior a these fucking retard
13756,6,0,5,1,1,nooo not sailor moon and squad in the club w all my bitch lookin good httplink
13757,6,0,0,6,2,nope it just yellow otl
13758,3,0,3,0,1,norbit mad a a bitch lmfaooooooo hashtag
13759,3,0,0,3,2,norwalk ghetto af lol all of a sudden everyone a dodger and raider fan
13760,3,0,0,3,2,nose go on taking out the trash this time hashtag mention mention
13761,3,0,2,1,1,not u bitch hashtag
13762,3,0,3,0,1,not  bit of courtesy from any of these bainbridge isl ferry rider fuck em next time i think s gonna break down payback a bitch
13763,3,0,3,0,1,not all female constantly tweet about their boyfriend but i wish death on the one that do tired of you and him bitch
13764,3,2,1,0,0,not all straight men i am frustrated unlike on okcupid queer folk donhashtag have the ability to block httplink
13765,3,0,3,0,1,not a cloud in sight too pretty to ho to work hashtag
13766,3,1,2,0,1,not a fan of her guess im the minorityrt mention beyonchashtag ratchet as is trash rt mention youre the anti christ kfromtheg
13767,3,0,2,1,1,not a neanudda bitch mention
13768,3,0,1,2,2,not a word on jihadi stream about the kurdish female suicide bomber in kobane that story undermines their mythology on several level
13769,3,0,3,0,1,not about to play these game with this bitch
13770,3,0,1,2,2,not allowed to play flappy bird around grandma because she swears at me to stop swearing lol
13771,3,1,2,0,1,not associate but ya nicca
13772,3,1,2,0,1,not eating pussy is unamerican
13773,3,0,3,0,1,not even  and ive already smoked out  country bitch i do what the fuck i want
13774,3,0,3,0,1,not even sweating these hoe hashtag
13775,3,0,3,0,1,not every girl like a sweet as emoji as nigguh some girl like a you sexy af as nigguh
13776,3,0,3,0,1,not finna play with the bitch lmao
13777,3,1,2,0,1,not going to put up a red equal sign on my facebook because im not a faggot but im all for marriage equality hashtag
13778,6,1,3,2,1,not just exist but contribute and contribute to thing they themselves enjoy that often it a queer person behind those product
13779,3,1,2,0,1,not my fault yo bitch wanna flip me
13780,3,0,2,1,1,not one bitch is texting me right now  follower  inch rim  inch tv and straight as teeth but  text message ima kill myself
13781,6,2,3,1,1,not protected in the state of utah there is no fear of queer couple forcing church to marry them they do not legally have to do so
13782,3,1,0,2,2,not really sure how to describe whats happening here hashtag mention mention vip room httplink
13783,3,0,0,3,2,not sure why hashtag would care about nelson mandela being that he one of them if you know what i mean hashtag hashtag
13784,3,0,3,0,1,not sure why someone would put my picture on a escort website i aint selling pussy
13785,3,0,0,3,2,not that i plan on dying soon but im totally going to write kenobi in a my sole heir he the only thing locally under  i can trust
13786,3,0,3,0,1,not the type to take it slow turn a good girl into a hoe hashtag
13787,3,0,3,0,1,not to call you a bitch but they gone hate on my bitch
13788,3,0,2,1,1,not to sound like a total bitch but im tired of people kid and the back to school picshashtag we aint post pic on the back to college day
13789,3,0,3,0,1,not trash just plain a fuck for  and come on no elephant print on a 
13790,3,0,3,0,1,not true rt mention every man ha hoe hashtag
13791,3,2,0,1,0,not trying to follow any spook no offense
13792,3,0,0,3,2,not ya grandma brownie wink wink httplink
13793,3,0,0,3,2,note the rocketeer remove cardboard from launcher and carry it to a trash bin before fleeing hashtag httplink
13794,3,0,0,3,2,note khorasan is the old arabic name for part of iran afghanistan not an invention of modern jihadis hashtag
13795,3,0,1,2,2,nothing good on tv and the mention are eating their ball  inning in great
13796,3,0,3,0,1,nothing is too spicy and if it is  stop being a fucking bitch  eat more of it  cry you fucking pussy
13797,3,0,0,3,2,nothing more yokel msu fan than to constantly reassess izzo aka our only consistent winner since d daugherty or biggie flipping munn
13798,3,0,1,2,2,nothing say teabagger like a millionaire complaining that they are broke huh hashtag hashtag give me a break lol hashtag
13799,3,0,3,0,1,nothing worse than a baby bitch pussy go fly a kite
13800,3,0,3,0,1,notice i didnt tweet bytches bytch is different from bitch my logic and it werks
13801,3,1,2,0,1,notice i dont make music for nigga that dont get pussydrake hashtag
13802,3,0,0,3,2,now i am seeing chatter among jihadi fan taking credit for an alledged kidnapping of a frenchman in hashtag hashtag
13803,3,0,3,0,1,now i could say my name butttttt ya bitch already know it hashtag
13804,3,0,3,0,1,now i dont even want to do anything son of a bitch
13805,3,0,3,0,1,now i seperate from nigga i dont trust nigga that aint starve wit me and all the bitch i didnt fuc
13806,3,0,0,3,2,now im gook boy shawty httplink
13807,3,0,0,3,2,now im listening to lil spook getting the good kinda sad imma be single this fall i know youll getting annoyed with me on your tl but aye
13808,3,0,3,0,1,now unfollowing lol hashtag my pussy been turned off lately i wont be fucking no time soon forever dryhashtag
13809,3,1,2,0,1,now a day niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin
13810,3,0,3,0,1,now a day hoe be twerkin for new weave
13811,6,0,5,1,1,now a neighborhood nigga like me aint supposed to get no pussy like this
13812,3,0,2,1,1,now all the hoe bout to post the saint lost but im still cute pic on the gram hashtag
13813,3,0,3,0,1,now da hashtag fan bacc yall niccas kill me aint tweeted shit all damn game
13814,3,0,3,0,1,now dont you hate them ol lyin as hoe smilin in ya face wearin her best friend clothes
13815,3,0,0,3,2,now infuriated jihadis are putting out murder request on hashtag fighter pilot who participated in the bombing in hashtag hashtag
13816,6,1,5,0,1,now my side bitch my main bitch bc my main hoe aint feeling me no mo no mo
13817,3,0,3,0,1,now my side bitch my main bitch cause my main bitch aint feelin me no moe
13818,3,0,2,1,1,now niccas wont haircut
13819,3,0,3,0,1,now put ya as on this dicc let me know you that baddest lit bitch
13821,4,0,4,0,1,now that nicki minaj said fuck skinny bitch watch all these fat bitch come outta no where it time to play
13822,3,0,3,0,1,now thats how you let the beat build bitch thats my ish rt mention a i hit the kill switch
13823,3,0,3,0,1,now the bitch tryin to do vids too gurl sit cho as down
13824,3,0,3,0,1,now they cheating bitch yall defense sad a the fuck rt mention they about to cheat
13825,3,0,3,0,1,now this new bitch acting dumb tryna correct my every word
13826,3,0,3,0,1,now when i put this pussy on vivian she bet not be playing hashtag
13827,3,0,3,0,1,now youre drinking till youre unconscious feel me when you get a fine bitch
13828,3,0,0,3,2,now the jihadi network waking up claiming hashtag radio hashtag two plane shot down  pilot captured hashtag hashtag
13829,3,0,3,0,1,nower day the defenition of a bad bitch is how good her pussy is
13830,3,1,2,0,1,nuggas be to obsessed with the homies like the cant bag bitch
13831,3,0,3,0,1,nuh uh rt mention still count rt mention ihashtag only a hoe on twitter bae
13832,3,0,3,0,1,nuke town that pussy
13833,3,0,3,0,1,nyomi banxxx and skin diamond the last of the good ebony porn bitch
13835,6,0,6,0,1,og old faced hunnids with a young hoe
13836,3,0,3,0,1,ogs love too see a yung nicca come up
13837,3,0,0,3,2,oh no mention are you saying the democrat lost the hashtag vote lmao bobble head hashtag
13838,3,1,2,0,1,ohh hashtag hashtag hashtag say my hashtag hashtag hashtag cream forgiving hashtag is hashtag takin shot from hashtag is that it
13839,3,0,3,0,1,okc nigguh
13840,3,0,3,0,1,omg im high a a bitch hashtag
13841,3,2,1,0,0,omg mention mention ugly faggot your a bad mother you should kill yourself like robin williams
13842,3,0,3,0,1,omg rt mention have yall ever met a dyke who didnt have a kid
13843,3,0,3,0,1,omg rt mention nothing in life ha made me softer than fuck me with your nigger dick
13844,3,0,3,0,1,omg rt mention hashtag when yo side bitch find the gift you bought for ya girl httplink lmfaoooooooo
13845,3,0,2,1,1,omg this bitch on the tico wont stfu already
13846,3,0,3,0,1,omg i wa throwing beer bottle on street and yelling at drunk homeless people to stop harassing the trannies hashtag hashtag
13847,3,1,2,0,1,omggggg nigga said jerry black bitch
13848,3,1,2,0,1,on sight rt mention bitch i bet not see you in the street mention trash as nigga
13849,3,1,2,0,1,ot nicca word to the nigga who played jesus
13850,3,0,0,3,2,obama mocked the special olympics wendy davis mock the handicapped do ya see a pattern democrat hashtag hashtag
13851,3,1,0,2,2,obamahashtag newly released gitmo jihadi ha link to terrorist in syria httplink hashtag hashtag
13852,3,2,0,1,0,obamahashtag faves muslim black ghetto trash httplink via mention
13853,6,1,0,5,2,obamas hellfire missile tend to vaporize jihadis mention mention hashtag
13854,4,0,4,0,1,ocean drive hashtag then i gave it a pill i think mention i met that pussy on ocean drivehashtag
13855,3,0,1,2,2,och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden
13856,3,0,3,0,1,of all the lazy bitch i wa the laziest today hashtag
13857,3,2,1,0,0,of course my hashtag for hashtag is off this year because of hashtag you goddamn retard hashtag
13858,3,0,3,0,1,of course not that mean it fajita time rt mention if im flat ironing oh bitch we aint never leaving
13859,3,0,3,0,1,off a lot of dope bitch i be high af
13861,3,0,1,2,2,offensive line is trash
13862,3,0,3,0,1,offensively joe johnson just a good a lebron if not better dont me pussy
13863,3,0,0,3,2,official jihadi cockroach now booking ticket on cruise ship to syria httplink httplink
13864,3,0,3,0,1,oh mention i hope dre fall dickhole first into my pussy
13865,3,0,0,3,2,oh i forgot we lived in the ghettohashtag
13866,3,0,3,0,1,oh im back now nd vap dont fuck with this one bitch httplink
13867,3,0,3,0,1,oh im nasty for smoking cigarette and youre nasty for not washing behind your ear everyday stupid little bitch
13868,3,0,0,3,2,oh yahweh your hand is upon me your shadow hovers over mefor your sake the house of ysrahal mock me all day long httplink
13869,3,0,3,0,1,oh bitch you lurkin well bitch im twerkin hashtag
13870,3,0,3,0,1,oh hell yeah lol rt mention mention you know that nicca injury prone
13871,3,0,3,0,1,oh it wa multiple dna on ol girl man they ran a train on that hoe hashtag
13872,3,1,0,2,2,oh it coon bike week in charlotte ok make sense now
13873,3,1,2,0,1,oh look cutler didnt step into his throw and threw an int nice flat footed throw cunt
13874,3,0,0,3,2,oh man this could be a serious first ever chanel bag contender rt mention grapecolored chanel bag httplink
13875,3,0,3,0,1,oh my god oh my god im going to a bitch mob party today oh my god
13876,6,0,6,0,1,oh my god this bitch walked past me and legit smelled like a fish market tfeh tfeh tfehhashtag
13877,3,0,0,3,2,oh my there wa an oreo baked into that chocolate chip cookie hashtag
13878,3,0,2,1,1,oh nah bitch i work too much to even think about it lol
13879,3,0,3,0,1,oh no she didnt hashtag hashtag watch yo mouth bitch mention one bitch and two dog httplinkhashtag
13880,3,0,3,0,1,oh no tht hoe ode fake
13881,3,0,3,0,1,oh no hashtag it friday night the night all the bitch cheathashtag
13882,3,1,2,0,1,oh please youre a pussy
13883,3,0,3,0,1,oh she is rt mention mention i respect that because bitch can be spiteful when it come to child
13884,3,0,2,1,1,oh shit it still light out ive been in this bitch too long hashtag
13885,3,1,2,0,1,oh shit hashtag rt mention hashtag dallas trashhashtag your hairline is trash
13886,3,1,0,2,2,oh snap im just realizing this skinny tranny is jared leto he wo unrecognizable with all that weight loss geez
13887,3,0,3,0,1,oh so now bc we didnt cover u bitch wanna talk shit
13888,3,1,2,0,1,oh well you lil stupid as bitch i dont fuck with youuuuuu rt mention idfwu is a bitter as song and only fuck nigga like it
13889,3,1,2,0,1,oh yeah especially winston niccas lmao rt mention mention mention think i wont lol these  nigga
13890,3,0,3,0,1,oh you got a new bitch you think you got a new bitch
13891,3,0,3,0,1,oh you one of those stuck up bitch hashtag
13892,3,0,2,1,1,oh you want pho well saimigi is ghetto pho eat that shit since im brokehashtag
13893,3,0,1,2,2,oh your gonna ruining your life just throwing it away smoking weed but my test score are higher than yours just trash my life
13894,3,0,3,0,1,oh and im back bitch no one walk all over me ever again ever
13895,3,0,3,0,1,oh bitch hashtag
13896,3,0,3,0,1,oh no not whitney it cant b true sob sob weep sob oh the crack industry ha lost their champion hashtag ya dumb bitch
13897,3,0,2,1,1,oh wow avoiding that bitch
13898,4,0,4,0,1,ohh btw mention when you get a call from  blame mention bitch keep signing up people bc she want gym buddy lol
13899,3,0,2,1,1,ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my shit n i lost my phone smh gm
13900,6,0,6,0,1,ohkay ma texas bitch keep textin me callin cryin stressin me bout where i been but ive been with another bitch allegedly hashtag
13901,3,0,3,0,1,ohmygod please dont be a bitch to me today
13902,3,0,3,0,1,oi look at this pussy on your bed mention httplink
13903,3,0,0,3,2,ok so not all the show on cartoon network are complete trash stevm universe is awwwwwesomeeeeee
13904,6,0,4,2,1,ok this is funny a proud liberal who want to end racism call tim scott an uncle tom lolz lib idiot hashtag httplink
13905,6,0,6,0,1,ok night night bitch
13906,3,2,1,0,0,ok did this bitch just say wut i think shesaid i believe u just described urself dumbass
13907,3,0,2,1,1,ok sucking dick isnt supposed to be done in a cute manor at all just like eating pussy youre not supposed to be scared of it
13908,3,0,3,0,1,okay im gonna need for everyone to stop calling rihanna a hoe k thanks
13909,3,0,3,0,1,okay ajay got one more time to call me a bitch in one of his lit sub tweet like bitch i will fucc yo lit life you got going up
13910,3,0,2,1,1,okay but your number aint been saved for how long hashtag okay thancc you hashtag tf hoe
13911,3,0,3,0,1,okay dont reply then i didnt want you to anyways bitch
13912,6,1,5,0,1,okay so i know im like ten year late but i freaking hate ana sofia from lost fuck that dumb bitch wtf is her problem hashtag
13913,3,1,2,0,1,okay so either mention is a super dyke or ha some weird car sex fetish
13914,3,0,3,0,1,okay rt mention righthashtag bitch rt mention you mad cause you opened your mouth hashtag
13915,3,0,3,0,1,okay kid hashtag just came on thats how i know im tweeting way too late on a hashtag night hashtag hashtag im outta here
13916,3,0,1,2,2,okay so maybe not every in hashtag is evil but i would  of the people ive encountered have been trash another  barely human
13917,3,1,2,0,1,okay here if hashtag is sooooo cool how come you bitch dont call obama by bo jingo thats what i thought hashtag
13918,3,0,3,0,1,okay ill stop being a bitch now maybe hashtag
13919,3,0,2,1,1,oklahoma ha  more yard than tu and is only up  point trashhhhhhhh as team big xii trash
13920,3,0,3,0,1,ol bitch as look like she got a bobble head mention
13921,3,1,2,0,1,ol head always think a young nicca gon runoff wit they sacc
13922,3,0,2,1,1,old hoe lol mention rt mention my juice is gone im just an old bitty now
13923,3,0,2,1,1,old hoe get mad when you dont show them the attention they want
13924,3,0,3,0,1,old lady went to pay and reached all the way over my plate hate eating on bar countertop stupid white bitch
13925,3,1,2,0,1,older black guy at factory i know none of these coon i work with tipped so here  he wa right too hashtag
13926,3,0,2,1,1,ole girl really told me she doesnt care if her boyfriend ha hoe this is whats wrong with our generation
13927,3,0,3,0,1,olivias pussy so good that he got jake to sip tea with the enemy op is the baddest bitch hashtag
13928,6,0,2,4,2,omer asik so trash on the offensive side of the floor dude real life murky doo doo water
13929,3,0,3,0,1,omfg im about to murk a bitch all i see is red dude
13931,3,0,3,0,1,omfg this tattoo hurt like a bitch hashtag
13932,3,0,3,0,1,omfg the crazy bitch is herehashtag
13933,3,0,3,0,1,omg  more day in exactly a week ill be in vega bitch hashtag httplink
13934,3,0,3,0,1,omg dot im sure thats not all you give away for free bitch hashtag
13935,3,0,3,0,1,omg i hate this bitch fucking laugh shut the fuck upppp
13936,3,0,3,0,1,omg i will just go to charlie bear to twerk team i fuck with them
13937,3,0,2,1,1,omg i will kill you for liking that pic i swear bitch
